"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 464 Cov: none",464,0,0.122041104088527,0.259515444495788,0.376948256258766,0.12812831380448,0.124547086496635,0.758504804843082,0.883051891339717
"Run: 464 Cov: low",464,0.1,0.147482548525875,0.264202510148242,0.371416879137146,0.111443047300315,0.104669208959431,0.783101937811263,0.887771146770694
"Run: 464 Cov: medium",464,0.5,0.221263538384311,0.28805044951403,0.34498084977968,0.0739756280130329,0.0772210031683907,0.854294837678021,0.931515840846412
"Run: 464 Cov: high",464,0.9,0.283493124277312,0.297060414781387,0.306823716038239,0.0550477251695281,0.0557250426986626,0.887377255096938,0.943102297795601
"Run: 465 Cov: none",465,0,0.11493649976905,0.246171415019701,0.375676551361148,0.123629368493139,0.130458937071685,0.736784466149898,0.867243403221584
"Run: 465 Cov: low",465,0.1,0.148538680432449,0.262660522284078,0.36285101712241,0.114631921300825,0.111851953807994,0.774050219838937,0.88590217364693
"Run: 465 Cov: medium",465,0.5,0.222901378872957,0.286356531929024,0.346636853037293,0.076384421491693,0.0734848471201618,0.855894763839274,0.929379610959436
"Run: 465 Cov: high",465,0.9,0.284932461092304,0.29700829034592,0.309069247352859,0.0551111806692373,0.0531427156751112,0.891009998791083,0.944152714466194
"Run: 466 Cov: none",466,0,0.115464856010446,0.243207973072224,0.366590818659894,0.120606881585573,0.150641532942559,0.725263647742564,0.875905180685123
"Run: 466 Cov: low",466,0.1,0.147223013855487,0.251870604912787,0.377529823533437,0.111404715967232,0.121362865996134,0.776623442301711,0.897986308297845
"Run: 466 Cov: medium",466,0.5,0.219091371024826,0.286747537542912,0.351404390513806,0.0729679158073924,0.067588261694135,0.857243299081544,0.924831560775679
"Run: 466 Cov: high",466,0.9,0.28306743608364,0.29707488878507,0.30501155742838,0.0549343336906514,0.0601442832679096,0.88515388229709,0.945298165564999
"Run: 467 Cov: none",467,0,0.125382314250056,0.255410406165317,0.392015544724785,0.12831641780208,0.103578978731832,0.772808265140157,0.87638724387199
"Run: 467 Cov: low",467,0.1,0.145938166511434,0.262595231047781,0.36515087700318,0.110100006850754,0.105343803010901,0.773684274562396,0.879028077573297
"Run: 467 Cov: medium",467,0.5,0.222444934805729,0.289654925353722,0.345958413051806,0.0741710244838281,0.065956201370477,0.858058273211257,0.924014474581734
"Run: 467 Cov: high",467,0.9,0.281347218757505,0.293320471217232,0.304934752123106,0.055229079625351,0.0582634782879791,0.879602442097843,0.937865920385822
"Run: 468 Cov: none",468,0,0.133581570521941,0.256938488930957,0.391211220198647,0.127250383721936,0.0903342659324771,0.781731279651545,0.872065545584022
"Run: 468 Cov: low",468,0.1,0.142706461395505,0.270867153545357,0.367295560728471,0.111349913796824,0.0969860501413978,0.780869175669332,0.87785522581073
"Run: 468 Cov: medium",468,0.5,0.224472518824177,0.284705477614721,0.340499527975357,0.0726995622846282,0.0797970402320309,0.849677524414256,0.929474564646287
"Run: 468 Cov: high",468,0.9,0.286337236699026,0.298060090931472,0.306844058888219,0.0558411152858103,0.0567956211103296,0.891241386518716,0.948037007629046
"Run: 469 Cov: none",469,0,0.123473658677556,0.246372876592129,0.378225726235998,0.122471841965315,0.125763378767245,0.748072261505683,0.873835640272928
"Run: 469 Cov: low",469,0.1,0.142443208628692,0.263902217703301,0.381188931212395,0.111857114701235,0.103252469309106,0.787534357544388,0.890786826853494
"Run: 469 Cov: medium",469,0.5,0.218001763469548,0.280542438734104,0.340420531930312,0.0739597112237181,0.0806047751086614,0.838964734133964,0.919569509242625
"Run: 469 Cov: high",469,0.9,0.284885258852566,0.299330558874074,0.308780144257082,0.0554726191430853,0.0571004001823226,0.892995961983721,0.950096362166044
"Run: 470 Cov: none",470,0,0.119749137542358,0.246840684754611,0.373972077314873,0.124515264237692,0.139003395764408,0.740561899611842,0.87956529537625
"Run: 470 Cov: low",470,0.1,0.147562982663353,0.259139774168762,0.382210766241185,0.111291544861011,0.112469661768186,0.788913523073299,0.901383184841485
"Run: 470 Cov: medium",470,0.5,0.216819647042252,0.284011777105068,0.342395700401932,0.0712811642307576,0.088366079900554,0.843227124549252,0.931593204449806
"Run: 470 Cov: high",470,0.9,0.281620485987085,0.295493231058439,0.306097437468844,0.0560113584052586,0.0601245047977396,0.883211154514368,0.943335659312107
"Run: 471 Cov: none",471,0,0.120894100267025,0.253300185467612,0.372681727612052,0.124972966348345,0.12797020000748,0.746876013346689,0.874846213354169
"Run: 471 Cov: low",471,0.1,0.150480644240892,0.254886723034064,0.370319638273687,0.110446723771961,0.111739006113625,0.775687005548643,0.887426011662268
"Run: 471 Cov: medium",471,0.5,0.214827352820127,0.280007961727863,0.34013306223346,0.0730815613143492,0.0842137957711241,0.834968376781449,0.919182172552573
"Run: 471 Cov: high",471,0.9,0.283156615581681,0.294577289299547,0.305557828860705,0.054411098066568,0.0604970233092653,0.883291733741933,0.943788757051198
"Run: 472 Cov: none",472,0,0.119660458753528,0.251470015800601,0.372365340725835,0.125160838580872,0.131472265496212,0.743495815279964,0.874968080776176
"Run: 472 Cov: low",472,0.1,0.15515586410914,0.259235946389179,0.38031450313673,0.113145031990608,0.100423919177111,0.794706313635048,0.89513023281216
"Run: 472 Cov: medium",472,0.5,0.222647044025153,0.278795193468424,0.339571166918704,0.0741377990257794,0.0798049868419766,0.841013404412281,0.920818391254258
"Run: 472 Cov: high",472,0.9,0.282179929264131,0.292549189573543,0.304592929574036,0.0560477843609416,0.0636397810041086,0.87932204841171,0.942961829415819
"Run: 473 Cov: none",473,0,0.131469698030498,0.248137809278894,0.36357284999107,0.124908618689949,0.120751790100691,0.743180357300462,0.863932147401154
"Run: 473 Cov: low",473,0.1,0.149244479662216,0.259337940068223,0.367570050264561,0.107093102898007,0.112034166371963,0.776152469994999,0.888186636366962
"Run: 473 Cov: medium",473,0.5,0.224550663216314,0.290711896751151,0.341407481235031,0.0728394446377648,0.0707552705598034,0.856670041202496,0.927425311762299
"Run: 473 Cov: high",473,0.9,0.287851872000981,0.300184450128089,0.309201566362073,0.0562016638089033,0.0557815771018182,0.897237888491142,0.95301946559296
"Run: 474 Cov: none",474,0,0.122474962017478,0.26023441815379,0.370182967269784,0.126055713580094,0.121018673014831,0.752892347441051,0.873911020455882
"Run: 474 Cov: low",474,0.1,0.143643005434582,0.25079013588457,0.386995425400898,0.108765035674239,0.110829678633257,0.781428566720051,0.892258245353307
"Run: 474 Cov: medium",474,0.5,0.220551645582588,0.28508172723484,0.340114950474218,0.0717627466191599,0.0824239457777812,0.845748323291646,0.928172269069427
"Run: 474 Cov: high",474,0.9,0.286201467402389,0.298971113553947,0.310854319784828,0.0548873403750078,0.0455662779190845,0.896026900741163,0.941593178660247
"Run: 475 Cov: none",475,0,0.125998887569464,0.254087184994482,0.369155378668171,0.120857124393214,0.135976994932318,0.749241451232117,0.885218446164435
"Run: 475 Cov: low",475,0.1,0.146854192818067,0.260856112167112,0.373992267313555,0.105716235316065,0.113120541251016,0.781702572298734,0.89482311354975
"Run: 475 Cov: medium",475,0.5,0.224941798908944,0.283871805718247,0.342749492480135,0.0727839144162087,0.0662143893767593,0.851563097107326,0.917777486484085
"Run: 475 Cov: high",475,0.9,0.285337707667734,0.299273916859453,0.307866955989893,0.0544795989268393,0.0504567689725922,0.89247858051708,0.942935349489672
"Run: 476 Cov: none",476,0,0.117631806976303,0.242030938883672,0.37161349696878,0.121811376222399,0.139070306539842,0.731276242828755,0.870346549368596
"Run: 476 Cov: low",476,0.1,0.149750753434315,0.252986103549094,0.376176928082103,0.114026862601357,0.107702020049281,0.778913785065511,0.886615805114792
"Run: 476 Cov: medium",476,0.5,0.223139727938593,0.285713278594477,0.34423560393947,0.074825688296479,0.0735899597229453,0.853088610472541,0.926678570195486
"Run: 476 Cov: high",476,0.9,0.286751933301134,0.297845338589778,0.310740513766601,0.0548187738169166,0.0550487437468482,0.895337785657513,0.950386529404362
"Run: 477 Cov: none",477,0,0.133397265560382,0.256337087801623,0.363685390279824,0.128079771469806,0.128365932096851,0.753419743641828,0.881785675738679
"Run: 477 Cov: low",477,0.1,0.140887168598502,0.2623015571263,0.375939359596577,0.107532068240982,0.1181619714991,0.779128085321379,0.897290056820479
"Run: 477 Cov: medium",477,0.5,0.225446690134424,0.291437625778265,0.34681923294119,0.0731632811911433,0.059816878771788,0.863703548853879,0.923520427625667
"Run: 477 Cov: high",477,0.9,0.286183538405921,0.298455866642667,0.308283763272251,0.0546954364799711,0.0598716607480488,0.89292316832084,0.952794829068888
"Run: 478 Cov: none",478,0,0.121912461030769,0.248394938750707,0.374202115144623,0.12692135535099,0.119813812503826,0.7445095149261,0.864323327429926
"Run: 478 Cov: low",478,0.1,0.14633043731186,0.267749078418014,0.374783513594418,0.1134214928846,0.0957639079777164,0.788863029324292,0.884626937302008
"Run: 478 Cov: medium",478,0.5,0.218219602325402,0.286102662217443,0.344837704960025,0.0743186750406411,0.0777236444643682,0.849159969502871,0.926883613967239
"Run: 478 Cov: high",478,0.9,0.284624813029353,0.297185327611364,0.30561205154015,0.0548944471110926,0.054978880129467,0.887422192180867,0.942401072310334
"Run: 479 Cov: none",479,0,0.126984854847697,0.246854834585589,0.380629551873106,0.124425057524688,0.120922983315557,0.754469241306392,0.875392224621949
"Run: 479 Cov: low",479,0.1,0.148734361206933,0.260125718317533,0.377940850062126,0.111360750819803,0.103914254181946,0.786800929586592,0.890715183768539
"Run: 479 Cov: medium",479,0.5,0.226902503099891,0.285633109607036,0.34626066703894,0.0729306465760124,0.0695067142318001,0.858796279745867,0.928302993977667
"Run: 479 Cov: high",479,0.9,0.284747456102326,0.298045979215197,0.309384009167611,0.054766144513547,0.0567296189220803,0.892177444485133,0.948907063407214
"Run: 480 Cov: none",480,0,0.129069178394426,0.249866784969744,0.37693109209407,0.124043555573891,0.120811631607486,0.75586705545824,0.876678687065726
"Run: 480 Cov: low",480,0.1,0.145335591116097,0.256976590879739,0.357320417820044,0.106401008872626,0.130394589467379,0.75963259981588,0.890027189283259
"Run: 480 Cov: medium",480,0.5,0.223826866962067,0.285559394588332,0.343537546836397,0.0723225691733001,0.0747282849323428,0.852923808386796,0.927652093319139
"Run: 480 Cov: high",480,0.9,0.289107949786744,0.300727087405558,0.308301170696421,0.0547803926060301,0.0496087250160039,0.898136207888722,0.947744932904726
"Run: 481 Cov: none",481,0,0.124684903625054,0.254493336435132,0.36946955362672,0.123118750029253,0.127743364307735,0.748647793686906,0.876391157994641
"Run: 481 Cov: low",481,0.1,0.150191416443639,0.264607501504717,0.376846537995039,0.109440159375573,0.100778403771243,0.791645455943395,0.892423859714637
"Run: 481 Cov: medium",481,0.5,0.217132330613296,0.282366226715783,0.338111275264648,0.0730270284211547,0.0830621027918476,0.837609832593728,0.920671935385575
"Run: 481 Cov: high",481,0.9,0.284808287283878,0.298639248163262,0.309439939673481,0.0540788825311016,0.0543650951664656,0.892887475120621,0.947252570287087
"Run: 482 Cov: none",482,0,0.130247909660408,0.24546730324767,0.380209371878622,0.124016564362066,0.125008946172141,0.7559245847867,0.880933530958841
"Run: 482 Cov: low",482,0.1,0.145610943196671,0.273453875707558,0.373713348632266,0.105369090789468,0.111192034893409,0.792778167536495,0.903970202429904
"Run: 482 Cov: medium",482,0.5,0.225780306059185,0.284227205345502,0.345931064520013,0.0740761008350119,0.0834015990026154,0.855938575924699,0.939340174927315
"Run: 482 Cov: high",482,0.9,0.284102311675111,0.298790443060494,0.30794324705505,0.0564836554508166,0.0494681072634052,0.890836001790656,0.940304109054061
"Run: 483 Cov: none",483,0,0.128284631765236,0.249128599766845,0.370117347332672,0.125946337593517,0.131465295410615,0.747530578864753,0.878995874275368
"Run: 483 Cov: low",483,0.1,0.147273720511614,0.26125534631921,0.371851159100992,0.110594521896947,0.118589955746013,0.780380225931816,0.898970181677828
"Run: 483 Cov: medium",483,0.5,0.220736335122675,0.282698764144441,0.339317398441234,0.0710461690578998,0.079989424946815,0.84275249770835,0.922741922655165
"Run: 483 Cov: high",483,0.9,0.28336224206106,0.296627573523901,0.304461083208122,0.0546483864226635,0.0561748630665554,0.884450898793083,0.940625761859638
"Run: 484 Cov: none",484,0,0.12029862251261,0.246324561465506,0.386140656314305,0.127777441089947,0.121896568790145,0.752763840292421,0.874660409082566
"Run: 484 Cov: low",484,0.1,0.149907606856688,0.261426939202497,0.378486377592415,0.113195756888662,0.111220038968014,0.789820923651601,0.901040962619614
"Run: 484 Cov: medium",484,0.5,0.220405734367768,0.289139796956883,0.349286812662883,0.0750045557088126,0.0688502966031813,0.858832343987534,0.927682640590715
"Run: 484 Cov: high",484,0.9,0.286140948577497,0.297938763829135,0.307729340977102,0.0542412635188843,0.053208285273106,0.891809053383734,0.94501733865684
"Run: 485 Cov: none",485,0,0.125498875075662,0.248930855387155,0.371411156322417,0.127813823973655,0.124104713984483,0.745840886785233,0.869945600769716
"Run: 485 Cov: low",485,0.1,0.144744125643405,0.269548742938676,0.375560491788379,0.112151566459087,0.0959378978710855,0.789853360370459,0.885791258241545
"Run: 485 Cov: medium",485,0.5,0.216793974043416,0.287319167475594,0.340573586534846,0.0765902509825473,0.0832756428952967,0.844686728053857,0.927962370949153
"Run: 485 Cov: high",485,0.9,0.288378051709988,0.302073156757899,0.310536265564135,0.0549294126954852,0.0457243386366141,0.900987474032023,0.946711812668637
"Run: 486 Cov: none",486,0,0.123532862203494,0.244941734719245,0.370504665007816,0.13089419284305,0.130097887740286,0.738979261930554,0.86907714967084
"Run: 486 Cov: low",486,0.1,0.152755512922671,0.26068038711009,0.372216997591421,0.107258315838721,0.109096370546977,0.785652897624182,0.894749268171159
"Run: 486 Cov: medium",486,0.5,0.223859996982356,0.286824186091198,0.347665800119501,0.0739488081626545,0.0788636153609929,0.858349983193054,0.937213598554047
"Run: 486 Cov: high",486,0.9,0.282902326957733,0.29640046815386,0.308026334418039,0.0540000608942434,0.0597082452470995,0.887329129529632,0.947037374776731
"Run: 487 Cov: none",487,0,0.129039268391597,0.258000929461391,0.363973544677078,0.125422237642574,0.123384028189561,0.751013742530067,0.874397770719628
"Run: 487 Cov: low",487,0.1,0.156139537200908,0.26022393715284,0.372289959436707,0.107466422111831,0.0973163141678489,0.788653433790455,0.885969747958304
"Run: 487 Cov: medium",487,0.5,0.224615599183071,0.284391113560385,0.344865039666712,0.0752020371929422,0.0722883836373449,0.853871752410168,0.926160136047512
"Run: 487 Cov: high",487,0.9,0.283888065890823,0.296819068752024,0.306297400546154,0.0553688947583347,0.0558051299949325,0.887004535189001,0.942809665183933
"Run: 488 Cov: none",488,0,0.136470289733039,0.250594325172036,0.370838458976357,0.127290678275962,0.121775344327865,0.757903073881432,0.879678418209296
"Run: 488 Cov: low",488,0.1,0.146737769282177,0.26762474517799,0.377421484349378,0.10854783972941,0.0996329096437562,0.791783998809544,0.8914169084533
"Run: 488 Cov: medium",488,0.5,0.218877331390044,0.284629879719181,0.337367109931045,0.0723455817265869,0.080530373979179,0.840874321040269,0.921404695019448
"Run: 488 Cov: high",488,0.9,0.28332368986152,0.296512901956663,0.305210048330749,0.0547744539149118,0.0598532430807232,0.885046640148932,0.944899883229655
"Run: 489 Cov: none",489,0,0.118333355126258,0.246059890583388,0.371392198478709,0.124240743631844,0.141000048109539,0.735785444188355,0.876785492297894
"Run: 489 Cov: low",489,0.1,0.151924425077678,0.259223563489537,0.388963764792467,0.110779937366738,0.0960189644755044,0.800111753359681,0.896130717835186
"Run: 489 Cov: medium",489,0.5,0.221136462170355,0.287174031337072,0.341360956787965,0.0741113948950171,0.0702101311524934,0.849671450295391,0.919881581447884
"Run: 489 Cov: high",489,0.9,0.286436880389781,0.300613596605121,0.31109735895781,0.0558434463903343,0.0469477777157766,0.898147835952712,0.945095613668488
"Run: 490 Cov: none",490,0,0.121817363808663,0.258023515281707,0.3787404962907,0.127925860476714,0.110655282513431,0.758581375381071,0.869236657894502
"Run: 490 Cov: low",490,0.1,0.147483787291374,0.258773855459745,0.374876351984685,0.109107383074302,0.115398644406538,0.781133994735804,0.896532639142342
"Run: 490 Cov: medium",490,0.5,0.220587838908156,0.289809127291531,0.343154368936393,0.0747101876187574,0.0741868725804284,0.85355133513608,0.927738207716508
"Run: 490 Cov: high",490,0.9,0.285139641779498,0.297922784781892,0.307173455215963,0.0540908825773819,0.0614272830492875,0.890235881777353,0.951663164826641
