"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 78 Cov: none",78,0,0.122345926292318,0.261698608548047,0.377804950880186,0.128383504899873,0.112795428005955,0.761849485720551,0.874644913726507
"Run: 78 Cov: low",78,0.1,0.154435040596427,0.254137560511946,0.372667714530848,0.112190883262158,0.103773005375037,0.781240315639221,0.885013321014258
"Run: 78 Cov: medium",78,0.5,0.222695257951447,0.284435822719856,0.344018446777845,0.0746395788585851,0.0746635739054286,0.851149527449148,0.925813101354577
"Run: 78 Cov: high",78,0.9,0.280220899162734,0.293200857203436,0.303280795068861,0.0551405679100566,0.0557983526056851,0.876702551435032,0.932500904040717
"Run: 79 Cov: none",79,0,0.14004893874478,0.260436596149348,0.376506329288606,0.129194323193351,0.106646407838662,0.776991864182734,0.883638272021396
"Run: 79 Cov: low",79,0.1,0.138830628817218,0.260461731680773,0.379963848394213,0.108611909429511,0.103281981172184,0.779256208892205,0.882538190064388
"Run: 79 Cov: medium",79,0.5,0.230152792417865,0.290608413929927,0.344294596343616,0.0736699895102975,0.0659174645112038,0.865055802691408,0.930973267202612
"Run: 79 Cov: high",79,0.9,0.286420085573095,0.297525159808917,0.310147968991005,0.0572867197160789,0.0470579452084275,0.894093214373018,0.941151159581446
"Run: 80 Cov: none",80,0,0.123248176697503,0.248046633308024,0.375900863156807,0.126429483907899,0.11951334688319,0.747195673162334,0.866709020045524
"Run: 80 Cov: low",80,0.1,0.150218363035372,0.264777000137643,0.370448335648792,0.110181118223906,0.103082256542161,0.785443698821808,0.888525955363968
"Run: 80 Cov: medium",80,0.5,0.21710406110118,0.279052533785874,0.341620793159391,0.0744542314646382,0.0867766908011311,0.837777388046445,0.924554078847576
"Run: 80 Cov: high",80,0.9,0.28605772486095,0.298570007245838,0.309400839508694,0.0542499268925612,0.0537511134730838,0.894028571615482,0.947779685088566
"Run: 81 Cov: none",81,0,0.130920440146763,0.25253585418099,0.375418156528605,0.129858382476018,0.111968772963412,0.758874450856358,0.87084322381977
"Run: 81 Cov: low",81,0.1,0.138577745180914,0.25664128163067,0.364606164936444,0.103794661294269,0.122120424902718,0.759825191748029,0.881945616650746
"Run: 81 Cov: medium",81,0.5,0.225208012520073,0.288835864315317,0.346828427526812,0.0743565115192333,0.0692517910035843,0.860872304362202,0.930124095365787
"Run: 81 Cov: high",81,0.9,0.283087309682873,0.297445321797725,0.307469309725176,0.0546348796845643,0.056410489950678,0.888001941205774,0.944412431156452
"Run: 82 Cov: none",82,0,0.119563661490159,0.24715894690043,0.375468220359016,0.122706439448487,0.142332057883214,0.742190828749604,0.884522886632818
"Run: 82 Cov: low",82,0.1,0.156286836986425,0.268231016014496,0.379866506237342,0.112963271942766,0.0976658288417961,0.804384359238263,0.902050188080059
"Run: 82 Cov: medium",82,0.5,0.220761793241245,0.29000281363828,0.339480381444001,0.0745140905060089,0.0793346568730109,0.850244988323526,0.929579645196537
"Run: 82 Cov: high",82,0.9,0.283647927341296,0.296296936143022,0.30578303171605,0.0572842025961988,0.0588981327832346,0.885727895200367,0.944626027983602
"Run: 83 Cov: none",83,0,0.122631314725749,0.256232700765337,0.378909669911267,0.134690054461511,0.11127150516345,0.757773685402353,0.869045190565803
"Run: 83 Cov: low",83,0.1,0.141372086276267,0.261007249415425,0.378303562233294,0.111438437403957,0.10230480294248,0.780682897924986,0.882987700867466
"Run: 83 Cov: medium",83,0.5,0.223175815487471,0.288211029238144,0.342245640287659,0.0758124385702206,0.067437600145327,0.853632485013273,0.9210700851586
"Run: 83 Cov: high",83,0.9,0.287691473884788,0.300932152074126,0.310157491681819,0.0539681701042663,0.0491806341078596,0.898781117640734,0.947961751748594
"Run: 84 Cov: none",84,0,0.13259171865849,0.247185703994761,0.376524569867869,0.123774620900307,0.118515346541911,0.756301992521119,0.874817339063031
"Run: 84 Cov: low",84,0.1,0.138234935961329,0.260964406299727,0.369740154692915,0.105604671057429,0.114786017861205,0.768939496953971,0.883725514815177
"Run: 84 Cov: medium",84,0.5,0.224726406567358,0.28555973335098,0.349248493490566,0.0760723543038486,0.0663017148779481,0.859534633408904,0.925836348286852
"Run: 84 Cov: high",84,0.9,0.280644716309887,0.294894815601315,0.30511469113699,0.0549651787726575,0.060369480437017,0.880654223048192,0.941023703485209
"Run: 85 Cov: none",85,0,0.121765995145408,0.252648960461203,0.37282949921756,0.122520012901285,0.132375602544401,0.747244454824171,0.879620057368572
"Run: 85 Cov: low",85,0.1,0.145179192848325,0.255128659308861,0.373067812967409,0.111713601842316,0.110577955846337,0.773375665124596,0.883953620970933
"Run: 85 Cov: medium",85,0.5,0.220095038387151,0.292419094981914,0.336691025361462,0.0736774570908286,0.0759848790554339,0.849205158730527,0.925190037785961
"Run: 85 Cov: high",85,0.9,0.287476161314319,0.302626312479532,0.311002143897019,0.057229026500412,0.0471867954437354,0.901104617690869,0.948291413134605
"Run: 86 Cov: none",86,0,0.12952765342227,0.256161224756819,0.374842606860194,0.129736774555102,0.10999022238416,0.760531485039283,0.870521707423443
"Run: 86 Cov: low",86,0.1,0.145396480235891,0.267175491057305,0.372423059780287,0.111224895920513,0.111828652010378,0.784995031073484,0.896823683083862
"Run: 86 Cov: medium",86,0.5,0.222664181551028,0.287885322725829,0.339489945079967,0.0749855142526364,0.0776287473652919,0.850039449356824,0.927668196722116
"Run: 86 Cov: high",86,0.9,0.283981850065547,0.296271314520563,0.304955675218361,0.0557929316436499,0.0616585082084381,0.885208839804472,0.94686734801291
"Run: 87 Cov: none",87,0,0.127351761525222,0.262230132332935,0.369122776340749,0.123676202138025,0.112670013395676,0.758704670198906,0.871374683594582
"Run: 87 Cov: low",87,0.1,0.147929685905762,0.267605453061343,0.376680839919935,0.107749215522082,0.0950054923325408,0.79221597888704,0.887221471219581
"Run: 87 Cov: medium",87,0.5,0.216906279031605,0.280418950734257,0.34385608802647,0.0772944196585779,0.0858761100876369,0.841181317792332,0.927057427879969
"Run: 87 Cov: high",87,0.9,0.283156222948488,0.297696412537413,0.308793013690373,0.0547649727317931,0.059506506328009,0.889645649176274,0.949152155504283
"Run: 88 Cov: none",88,0,0.134436731525018,0.249931426206164,0.390596826270169,0.131659231774036,0.104492680863853,0.774964984001351,0.879457664865204
"Run: 88 Cov: low",88,0.1,0.144758566880624,0.265878529298282,0.376788376222767,0.111342717828957,0.0983774203862811,0.787425472401674,0.885802892787955
"Run: 88 Cov: medium",88,0.5,0.2209147303816,0.288984723261271,0.346169890923213,0.0745271480236409,0.0761576452380331,0.856069344566085,0.932226989804118
"Run: 88 Cov: high",88,0.9,0.282849481912567,0.293234934258511,0.305139211658418,0.0549599286252876,0.0587923003216066,0.881223627829496,0.940015928151103
"Run: 89 Cov: none",89,0,0.130014897982644,0.247172366996339,0.36891127770819,0.120995522594818,0.124598761943185,0.746098542687173,0.870697304630358
"Run: 89 Cov: low",89,0.1,0.150763168635601,0.267331244670503,0.368292402572687,0.109417316431605,0.104460538046716,0.786386815878791,0.890847353925506
"Run: 89 Cov: medium",89,0.5,0.222487240391266,0.286947980876714,0.347669712153633,0.0755996217003094,0.0691333896300204,0.857104933421613,0.926238323051633
"Run: 89 Cov: high",89,0.9,0.290283157522084,0.301226458170343,0.310433083183445,0.0580672785594148,0.0459633285354594,0.901942698875872,0.947906027411331
"Run: 90 Cov: none",90,0,0.127626195049327,0.248128705873893,0.381955599866574,0.12984465735262,0.118475047303908,0.757710500789795,0.876185548093703
"Run: 90 Cov: low",90,0.1,0.151650760470582,0.262325524979937,0.373118311592658,0.111041137117668,0.111337859823996,0.787094597043178,0.898432456867174
"Run: 90 Cov: medium",90,0.5,0.224291997815177,0.289656230497235,0.346618666897951,0.0739150917789867,0.0724842423983664,0.860566895210363,0.933051137608729
"Run: 90 Cov: high",90,0.9,0.285035738048562,0.297349655693273,0.306191976563336,0.0547944338834308,0.054908660698948,0.888577370305171,0.943486031004119
"Run: 91 Cov: none",91,0,0.127765109666174,0.248487373579077,0.365857213544506,0.124061234387256,0.134399771740043,0.742109696789757,0.876509468529799
"Run: 91 Cov: low",91,0.1,0.146731905135385,0.266605543404902,0.365295797628415,0.11332686671624,0.108517138025121,0.778633246168702,0.887150384193823
"Run: 91 Cov: medium",91,0.5,0.216184461928644,0.287919532064446,0.345228728012898,0.0744998109583658,0.0722820410817275,0.849332722005989,0.921614763087717
"Run: 91 Cov: high",91,0.9,0.283524178377421,0.295846368493186,0.307074464137774,0.0555536565661895,0.0680831227763005,0.886445011008381,0.954528133784681
"Run: 92 Cov: none",92,0,0.12647822330414,0.253509159078039,0.382118275367805,0.127024169468133,0.115102028372427,0.762105657749985,0.877207686122412
"Run: 92 Cov: low",92,0.1,0.141588636888035,0.259377895203658,0.35949590087631,0.105785528374926,0.12496193523762,0.760462432968002,0.885424368205622
"Run: 92 Cov: medium",92,0.5,0.215470801496176,0.290336032740953,0.349228617706227,0.0735583620225093,0.0709111177942515,0.855035451943357,0.925946569737608
"Run: 92 Cov: high",92,0.9,0.28289305233436,0.293692304204229,0.304224809760191,0.054138834250029,0.0592807411182814,0.88081016629878,0.940090907417061
"Run: 93 Cov: none",93,0,0.120424950331804,0.239537233109002,0.374901234791376,0.124585372620782,0.132577149805288,0.734863418232181,0.86744056803747
"Run: 93 Cov: low",93,0.1,0.146551770703954,0.253520442531465,0.375826502027508,0.109935601006761,0.119113787276073,0.775898715262927,0.895012502538999
"Run: 93 Cov: medium",93,0.5,0.216305278573702,0.282282751033628,0.342393646025618,0.0730716163586309,0.0834214210208558,0.840981675632948,0.924403096653804
"Run: 93 Cov: high",93,0.9,0.279539594656305,0.291445720692261,0.302327874992804,0.0550321224432989,0.0727536637788743,0.87331319034137,0.946066854120244
"Run: 94 Cov: none",94,0,0.124290685505405,0.258298593573686,0.377306088849213,0.128731025066343,0.113100259055004,0.759895367928304,0.872995626983308
"Run: 94 Cov: low",94,0.1,0.143574863794869,0.275811871338468,0.372001725726676,0.105759499911263,0.104145584170367,0.791388460860013,0.89553404503038
"Run: 94 Cov: medium",94,0.5,0.219887662310334,0.281351245293698,0.347450520404868,0.0732250273500265,0.080803547850437,0.8486894280089,0.929492975859337
"Run: 94 Cov: high",94,0.9,0.284843487176276,0.29476384498456,0.306845179814414,0.0555289034278108,0.0599825627684926,0.88645251197525,0.946435074743742
"Run: 95 Cov: none",95,0,0.124267495217232,0.260302617545649,0.37976021057839,0.124536010607543,0.114290981110374,0.764330323341271,0.878621304451645
"Run: 95 Cov: low",95,0.1,0.149750799631951,0.268319663960643,0.372076359119316,0.111691744697259,0.0959796130200501,0.79014682271191,0.88612643573196
"Run: 95 Cov: medium",95,0.5,0.22925345966559,0.286520277054757,0.352253112069872,0.0732635019702574,0.059567957590963,0.868026848790219,0.927594806381182
"Run: 95 Cov: high",95,0.9,0.286856721106102,0.29873306097984,0.309093841219352,0.0563046785902554,0.0553633803716421,0.894683623305294,0.950047003676936
"Run: 96 Cov: none",96,0,0.121473828629016,0.255220207603789,0.377382137822003,0.127085172052825,0.116637433692798,0.754076174054808,0.870713607747606
"Run: 96 Cov: low",96,0.1,0.142545915860174,0.258798193061048,0.37561819264554,0.106458258652166,0.110803070464747,0.776962301566762,0.887765372031508
"Run: 96 Cov: medium",96,0.5,0.217228859742872,0.28038565143814,0.342818333128192,0.0712386339069994,0.0828224921863572,0.840432844309204,0.923255336495562
"Run: 96 Cov: high",96,0.9,0.288050101304053,0.298717601429115,0.306520486242234,0.0538687888076904,0.0473837885228184,0.893288188975402,0.940671977498221
"Run: 97 Cov: none",97,0,0.126284360820192,0.262516920704914,0.377910057098071,0.124855800497396,0.111055156216217,0.766711338623177,0.877766494839394
"Run: 97 Cov: low",97,0.1,0.149510663584385,0.262352111271992,0.380590927541101,0.111882333697449,0.0977451711920378,0.792453702397478,0.890198873589516
"Run: 97 Cov: medium",97,0.5,0.213903856737074,0.286901869605177,0.34900361736856,0.0742639534898567,0.0726453615289114,0.849809343710811,0.922454705239722
"Run: 97 Cov: high",97,0.9,0.285358902291145,0.297673619316383,0.308576263493148,0.0555077723728221,0.0550135592290048,0.891608785100676,0.946622344329681
"Run: 98 Cov: none",98,0,0.120486919270369,0.25469730254622,0.375367461885003,0.125256882961447,0.132129751360317,0.750551683701592,0.882681435061909
"Run: 98 Cov: low",98,0.1,0.144337088311552,0.267619701413772,0.367139186023504,0.105242597644236,0.112284233632457,0.779095975748828,0.891380209381285
"Run: 98 Cov: medium",98,0.5,0.226953944372731,0.283853238235923,0.341999401197134,0.0722707241835622,0.0778604616401942,0.852806583805788,0.930667045445982
"Run: 98 Cov: high",98,0.9,0.28595365867546,0.301785428806752,0.31115787570921,0.0565334157770904,0.0476726481541381,0.898896963191423,0.946569611345561
"Run: 99 Cov: none",99,0,0.123234380620296,0.247205236639263,0.373326625189947,0.122512653036962,0.129253267826611,0.743766242449506,0.873019510276117
"Run: 99 Cov: low",99,0.1,0.1454082701807,0.255211783158909,0.375109632064629,0.108896940844001,0.112383029948519,0.775729685404238,0.888112715352757
"Run: 99 Cov: medium",99,0.5,0.22608286021518,0.286507718289742,0.345287907348178,0.0742403781550415,0.060483613907651,0.857878485853101,0.918362099760752
"Run: 99 Cov: high",99,0.9,0.286025201944736,0.299048142644462,0.310286448085273,0.0562762597685134,0.0470537292711366,0.895359792674472,0.942413521945608
"Run: 100 Cov: none",100,0,0.121276630471321,0.249249628089686,0.387327346559075,0.126487927497789,0.121433731223921,0.757853605120082,0.879287336344003
"Run: 100 Cov: low",100,0.1,0.147581438475046,0.263028592674117,0.36993523301472,0.110726182134046,0.111486188777773,0.780545264163883,0.892031452941656
"Run: 100 Cov: medium",100,0.5,0.219856152884331,0.290486156735565,0.355540729949027,0.0753159572795504,0.0672636656422246,0.865883039568924,0.933146705211148
"Run: 100 Cov: high",100,0.9,0.284939412129073,0.299065817544429,0.307798651690438,0.0572311794613901,0.0532111198804087,0.891803881363941,0.945015001244349
"Run: 101 Cov: none",101,0,0.123973178529297,0.258133671456846,0.371767213698396,0.125876047274935,0.118293683715417,0.753874063684538,0.872167747399955
"Run: 101 Cov: low",101,0.1,0.142583137227698,0.26177405437884,0.374200257985165,0.109069189332258,0.112389938820078,0.778557449591703,0.890947388411781
"Run: 101 Cov: medium",101,0.5,0.221139971281414,0.286783650509602,0.333197675258098,0.0759457702082487,0.0776321269087761,0.841121297049114,0.918753423957891
"Run: 101 Cov: high",101,0.9,0.281702887112034,0.29476991957806,0.305055045091618,0.0540427816161787,0.0636835899047937,0.881527851781711,0.945211441686505
"Run: 102 Cov: none",102,0,0.13113908956669,0.247033093645961,0.389817752413596,0.125166979087518,0.102918211356894,0.767989935626247,0.870908146983141
"Run: 102 Cov: low",102,0.1,0.144485648732012,0.257349566341331,0.371465055212699,0.108240958752002,0.112861516282431,0.773300270286042,0.886161786568473
"Run: 102 Cov: medium",102,0.5,0.22568866690356,0.287801052525546,0.343560774745223,0.0723489559488611,0.0734426244234598,0.857050494174329,0.930493118597789
"Run: 102 Cov: high",102,0.9,0.285091106713194,0.297998383757454,0.308547887367327,0.054749930883208,0.0583093404911863,0.891637377837975,0.949946718329161
"Run: 103 Cov: none",103,0,0.124619621177907,0.243559558628099,0.368584662027665,0.122830087938283,0.131547972393604,0.736763841833671,0.868311814227275
"Run: 103 Cov: low",103,0.1,0.151722355768147,0.261847819816311,0.370343024656613,0.111281177493099,0.102999403356182,0.783913200241071,0.886912603597253
"Run: 103 Cov: medium",103,0.5,0.221576428753031,0.282183982041478,0.345356478258064,0.0724765227490691,0.0812815720623392,0.849116889052573,0.930398461114912
"Run: 103 Cov: high",103,0.9,0.28952254103949,0.299394513779267,0.310501316210996,0.0557030909203805,0.049423475860295,0.899418371029753,0.948841846890048
"Run: 104 Cov: none",104,0,0.123678524068841,0.244599761771016,0.370793197566415,0.123180588033511,0.131073021826715,0.739071483406273,0.870144505232988
"Run: 104 Cov: low",104,0.1,0.14179254668419,0.267835595094509,0.358234489803841,0.110304432865669,0.110516008723136,0.76786263158254,0.878378640305676
"Run: 104 Cov: medium",104,0.5,0.224449532788146,0.28940755238231,0.339783606908365,0.0723523248776518,0.0735023084282414,0.853640692078821,0.927143000507063
"Run: 104 Cov: high",104,0.9,0.283402280636874,0.296418791953084,0.306674008578931,0.0539552494351873,0.0665033377140465,0.88649508116889,0.952998418882936
"Run: 105 Cov: none",105,0,0.116065769388256,0.247132496866961,0.370995520117981,0.123472887218024,0.146800428200538,0.734193786373199,0.880994214573737
"Run: 105 Cov: low",105,0.1,0.15213355844444,0.261833803613132,0.369621277741088,0.110564546496809,0.108636346246816,0.78358863979866,0.892224986045476
"Run: 105 Cov: medium",105,0.5,0.227058294732556,0.290924389811425,0.339828852136342,0.0744509610259022,0.0692218388713235,0.857811536680323,0.927033375551646
"Run: 105 Cov: high",105,0.9,0.286797666773079,0.296595545106567,0.308768187654364,0.055233203754222,0.0544427743153307,0.89216139953401,0.94660417384934
"Run: 106 Cov: none",106,0,0.13265785890581,0.254022618042495,0.382424654726145,0.132998172825059,0.102536717610378,0.76910513167445,0.871641849284828
"Run: 106 Cov: low",106,0.1,0.151827002160349,0.249735211793119,0.373922227577283,0.111075150502738,0.117513719542522,0.775484441530751,0.892998161073273
"Run: 106 Cov: medium",106,0.5,0.222630148210139,0.285069571568556,0.347866183493545,0.0735514837094426,0.0636111707988067,0.85556590327224,0.919177074071047
"Run: 106 Cov: high",106,0.9,0.285642000179506,0.300751091810386,0.309103460016212,0.055793593612356,0.0538023005777262,0.895496552006104,0.94929885258383
"Run: 107 Cov: none",107,0,0.129520878358109,0.243015673404433,0.370354157964044,0.12567520248462,0.132773502242463,0.742890709726586,0.875664211969049
"Run: 107 Cov: low",107,0.1,0.145968800931788,0.266585010721393,0.372852664181181,0.112411382038979,0.103592021957141,0.785406475834361,0.888998497791503
"Run: 107 Cov: medium",107,0.5,0.218676950775547,0.285702029729373,0.34250707522843,0.0729250795085803,0.0797977891094704,0.846886055733349,0.92668384484282
"Run: 107 Cov: high",107,0.9,0.288214200836025,0.302385411195013,0.312661730656737,0.0555398854962052,0.0480295035820922,0.903261342687775,0.951290846269867
"Run: 108 Cov: none",108,0,0.131660044432256,0.245083683986937,0.378941530692448,0.121467908358184,0.124994728549819,0.75568525911164,0.880679987661459
"Run: 108 Cov: low",108,0.1,0.145317333095582,0.258547513056617,0.372948875864764,0.1089306005965,0.111041253179399,0.776813722016964,0.887854975196362
"Run: 108 Cov: medium",108,0.5,0.223503885445058,0.294652044803778,0.350358794208134,0.0756909802619957,0.0593583225482624,0.868514724456971,0.927873047005233
"Run: 108 Cov: high",108,0.9,0.286733960624451,0.300246917222757,0.310335802466421,0.0566465858003971,0.0472829401113207,0.89731668031363,0.944599620424951
"Run: 109 Cov: none",109,0,0.129139254874345,0.246228422780951,0.372957062932261,0.125285419079408,0.13549805182067,0.748324740587556,0.883822792408226
"Run: 109 Cov: low",109,0.1,0.145600349808036,0.263990224100215,0.370127621228877,0.110191394933959,0.103643953732375,0.779718195137128,0.883362148869502
"Run: 109 Cov: medium",109,0.5,0.220082763432271,0.286966155472199,0.349145441845287,0.0724906218389618,0.0818771543368003,0.856194360749757,0.938071515086557
"Run: 109 Cov: high",109,0.9,0.28236123405849,0.295057097443145,0.304380183837915,0.0540771702614167,0.0534280529343946,0.88179851533955,0.935226568273944
"Run: 110 Cov: none",110,0,0.131937066676436,0.252181872025022,0.372821196011301,0.127351382066897,0.11918221507456,0.756940134712759,0.87612234978732
"Run: 110 Cov: low",110,0.1,0.136297473158052,0.258726733737665,0.371505509848002,0.110515580813577,0.112630486001115,0.766529716743719,0.879160202744834
"Run: 110 Cov: medium",110,0.5,0.222555175272733,0.288584306092504,0.355205006457607,0.072936454689716,0.0642002028121643,0.866344487822845,0.93054469063501
"Run: 110 Cov: high",110,0.9,0.285313905248365,0.297559819357861,0.310384865682672,0.0579119023025681,0.0506405437328882,0.893258590288898,0.943899134021787
"Run: 111 Cov: none",111,0,0.120972724384464,0.253879461291635,0.381168522172908,0.123734890046021,0.125761093631621,0.756020707849007,0.881781801480628
"Run: 111 Cov: low",111,0.1,0.147093903450462,0.253759127812747,0.378499169132344,0.106937248997005,0.111971460537376,0.779352200395554,0.891323660932929
"Run: 111 Cov: medium",111,0.5,0.223847295261778,0.283982153619592,0.345332025340287,0.0738518053074855,0.0722889443522629,0.853161474221656,0.925450418573919
"Run: 111 Cov: high",111,0.9,0.284311595567158,0.296707829564361,0.306952601885606,0.0549940361292864,0.0541324118364202,0.887972027017124,0.942104438853545
"Run: 112 Cov: none",112,0,0.134023636901355,0.260062518927334,0.375151035473766,0.12526206517703,0.100749464401175,0.769237191302455,0.86998665570363
"Run: 112 Cov: low",112,0.1,0.142504576546147,0.264693416877792,0.36672931988718,0.107568604680699,0.109634939530396,0.773927313311119,0.883562252841515
"Run: 112 Cov: medium",112,0.5,0.223828017251777,0.284308208378291,0.341593641062691,0.0727374141623363,0.071809695161295,0.849729866692758,0.921539561854053
"Run: 112 Cov: high",112,0.9,0.283964909038972,0.299443667498173,0.308824536206685,0.0555561189179306,0.0517677061525891,0.892233112743829,0.944000818896419
"Run: 113 Cov: none",113,0,0.125089990851182,0.249312965812671,0.381204595954997,0.125574389576489,0.113756509457084,0.755607552618849,0.869364062075933
"Run: 113 Cov: low",113,0.1,0.149450838807671,0.264270948296213,0.38121246466252,0.111560934188249,0.105020010540105,0.794934251766404,0.899954262306509
"Run: 113 Cov: medium",113,0.5,0.224099963742937,0.282615068858235,0.347809092534228,0.0745031920959698,0.0683831650906167,0.854524125135399,0.922907290226016
"Run: 113 Cov: high",113,0.9,0.288051459190147,0.297647850183766,0.308486543307503,0.0553943912706189,0.0536074866228835,0.894185852681417,0.9477933393043
"Run: 114 Cov: none",114,0,0.121676030201483,0.255555902909139,0.372519306479998,0.127088115826953,0.113540831230764,0.74975123959062,0.863292070821384
"Run: 114 Cov: low",114,0.1,0.145073580654366,0.268924047390096,0.368075791729948,0.108488693055613,0.112169765594085,0.78207341977441,0.894243185368496
"Run: 114 Cov: medium",114,0.5,0.216591590562106,0.286050282940977,0.344349382407205,0.0708554052624593,0.0752926424292138,0.846991255910289,0.922283898339502
"Run: 114 Cov: high",114,0.9,0.286184622630904,0.298996508891714,0.30782348988062,0.0553334282804739,0.0570725557694064,0.893004621403238,0.950077177172644
"Run: 115 Cov: none",115,0,0.122766870154562,0.258988869533821,0.383160161634536,0.12702125522016,0.111058289127245,0.764915901322918,0.875974190450163
"Run: 115 Cov: low",115,0.1,0.144372322311576,0.269308591144442,0.381430442004961,0.115772932699528,0.0982575831118291,0.795111355460979,0.893368938572808
"Run: 115 Cov: medium",115,0.5,0.216506499682751,0.283123804770424,0.343742567200569,0.0733423409885428,0.0763227994530621,0.843372871653744,0.919695671106806
"Run: 115 Cov: high",115,0.9,0.28230908310257,0.292559317608829,0.304361025654105,0.0568374884994136,0.0562632468778241,0.879229426365504,0.935492673243328
"Run: 116 Cov: none",116,0,0.126596683470026,0.250592011669408,0.382347672616903,0.13133826486267,0.11452412528929,0.759536367756337,0.874060493045628
"Run: 116 Cov: low",116,0.1,0.147969759809064,0.262608531960508,0.375258301846908,0.11147001712308,0.106014366049719,0.78583659361648,0.891850959666199
"Run: 116 Cov: medium",116,0.5,0.21562339938473,0.282423544254654,0.342943679641035,0.0722713187340698,0.084975211072586,0.84099062328042,0.925965834353006
"Run: 116 Cov: high",116,0.9,0.283863935386948,0.29330746996358,0.306414010130179,0.0544075523134895,0.0545060063544142,0.883585415480707,0.938091421835121
"Run: 117 Cov: none",117,0,0.131276741239276,0.264343758836706,0.37654050185778,0.129597613951883,0.102849653406669,0.772161001933762,0.875010655340431
"Run: 117 Cov: low",117,0.1,0.144548031698049,0.258201543237223,0.375799464657191,0.109243899695306,0.114153107090008,0.778549039592463,0.892702146682471
"Run: 117 Cov: medium",117,0.5,0.220107405720488,0.287461953113823,0.344337639046008,0.0736788452631639,0.0710216596885724,0.851906997880319,0.922928657568891
"Run: 117 Cov: high",117,0.9,0.283280174538443,0.297306121502387,0.308625858482698,0.0553607853936102,0.0568154436229005,0.889212154523527,0.946027598146427
"Run: 118 Cov: none",118,0,0.124950071416033,0.243599593901436,0.371906304102964,0.128529950853957,0.133540475219374,0.740455969420434,0.873996444639808
"Run: 118 Cov: low",118,0.1,0.149589110248244,0.269556266594447,0.372722833133605,0.109492238030342,0.0958255197665664,0.791868209976296,0.887693729742863
"Run: 118 Cov: medium",118,0.5,0.221383853756092,0.289881709187816,0.344366574276316,0.0723169337888359,0.0762677107704459,0.855632137220224,0.93189984799067
"Run: 118 Cov: high",118,0.9,0.285971597278949,0.30097483698494,0.308533019560254,0.0552040352650627,0.050852215277902,0.895479453824143,0.946331669102045
"Run: 119 Cov: none",119,0,0.126729458092355,0.246904727256614,0.373341992124445,0.125271228711734,0.124767000156022,0.746976177473414,0.871743177629436
"Run: 119 Cov: low",119,0.1,0.151237706642647,0.261047640907384,0.367177846270453,0.112991779405987,0.111286450643864,0.779463193820485,0.890749644464349
"Run: 119 Cov: medium",119,0.5,0.221543172047146,0.2858395611317,0.337049778823561,0.0747366945600033,0.0813626867330367,0.844432512002407,0.925795198735444
"Run: 119 Cov: high",119,0.9,0.287389072772796,0.299578072477248,0.309833961423355,0.054461638778541,0.0510887519699647,0.896801106673399,0.947889858643364
"Run: 120 Cov: none",120,0,0.130159516846983,0.247393998660685,0.379306867718789,0.127367015714823,0.11606789385563,0.756860383226457,0.872928277082087
"Run: 120 Cov: low",120,0.1,0.145626274803186,0.26009555578991,0.36228862314292,0.10735303457238,0.124117636310978,0.768010453736016,0.892128090046994
"Run: 120 Cov: medium",120,0.5,0.227671320723483,0.28860355003738,0.350026352864097,0.0777685216128234,0.0642764098979009,0.86630122362496,0.930577633522861
"Run: 120 Cov: high",120,0.9,0.287550034367638,0.299461478008035,0.306726418915564,0.0556133251465401,0.0504605164928409,0.893737931291237,0.944198447784078
"Run: 121 Cov: none",121,0,0.129755137258483,0.255797782177469,0.363964718059871,0.126537468998928,0.122976177971304,0.749517637495822,0.872493815467126
"Run: 121 Cov: low",121,0.1,0.14477875852869,0.263564459874208,0.380532115156594,0.107749415071766,0.10016918692819,0.788875333559492,0.889044520487682
"Run: 121 Cov: medium",121,0.5,0.218119547509734,0.281074808153881,0.349543038009752,0.0732848699634316,0.0913425772504828,0.848737393673367,0.94007997092385
"Run: 121 Cov: high",121,0.9,0.286334321982515,0.298969558776158,0.311678662054355,0.0537969156517524,0.0503729537868784,0.896982542813028,0.947355496599906
"Run: 122 Cov: none",122,0,0.127854131684304,0.259253108704839,0.369084847627531,0.129350933747183,0.128910097797674,0.756192088016675,0.885102185814349
"Run: 122 Cov: low",122,0.1,0.140636496377482,0.260799534022357,0.362061912668185,0.105585585224624,0.126846907683026,0.763497943068025,0.89034485075105
"Run: 122 Cov: medium",122,0.5,0.21932207668009,0.284535433323591,0.343723375940309,0.07426764341474,0.0766003181792714,0.84758088594399,0.924181204123261
"Run: 122 Cov: high",122,0.9,0.28472682198153,0.297477530173629,0.310117478379024,0.0575319772392231,0.0488232769798768,0.892321830534183,0.94114510751406
"Run: 123 Cov: none",123,0,0.122088014383525,0.249855932823703,0.366278377430609,0.123251468909144,0.139383606353477,0.738222324637837,0.877605930991313
"Run: 123 Cov: low",123,0.1,0.144489595606228,0.266759139747212,0.372371346173974,0.111018047652576,0.094941479721055,0.783620081527414,0.878561561248469
"Run: 123 Cov: medium",123,0.5,0.221237417102846,0.283251760197178,0.342898834274721,0.0722654171010644,0.0777500717066086,0.847388011574745,0.925138083281354
"Run: 123 Cov: high",123,0.9,0.282899974255825,0.297097469326454,0.306539514328712,0.0560647189758175,0.0557483792870258,0.886536957910991,0.942285337198017
