"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_gamma","Variance_epsilon","Variance_total_marginal","Variance_total_conditional"
"Run: 194 Cov: none",194,0,0.123145420123706,0.256186954008741,0.37532409150079,0.119354487026072,0.125989047340691,0.754656465633237,0.874010952659309
"Run: 194 Cov: low",194,0.1,0.150280017098746,0.257597172091568,0.382782565031326,0.0963472990170996,0.11299294676126,0.79065975422164,0.88700705323874
"Run: 194 Cov: medium",194,0.5,0.22460480116788,0.290608989164282,0.348482570044138,0.065482564552048,0.0708210750716523,0.8636963603763,0.929178924928348
"Run: 194 Cov: high",194,0.9,0.283727662036268,0.29478782542498,0.308843113704822,0.0585015328429393,0.0541398659909903,0.88735860116607,0.94586013400901
"Run: 195 Cov: none",195,0,0.133176334021774,0.250251711682137,0.377034431016899,0.112431222338738,0.127106300940451,0.76046247672081,0.872893699059549
"Run: 195 Cov: low",195,0.1,0.142332347097619,0.261595191473551,0.371804622127709,0.113022512626573,0.111245326674549,0.775732160698879,0.888754673325451
"Run: 195 Cov: medium",195,0.5,0.226111359780935,0.28775408502477,0.342693099297584,0.0709645454925034,0.0724769104042069,0.85655854410329,0.927523089595793
"Run: 195 Cov: high",195,0.9,0.280892254227996,0.293253272371182,0.303813960235628,0.0680069639060196,0.0540335492591746,0.877959486834806,0.945966450740825
"Run: 196 Cov: none",196,0,0.124573659033673,0.244023485677458,0.382302764147834,0.123739543941652,0.125360547199383,0.750899908858965,0.874639452800617
"Run: 196 Cov: low",196,0.1,0.147837745311347,0.26939435198174,0.384378589027092,0.0889228407601683,0.109466472919653,0.801610686320178,0.890533527080347
"Run: 196 Cov: medium",196,0.5,0.223120355489555,0.286666209822583,0.340281008136074,0.0737772175884716,0.0761552089633161,0.850067573448212,0.923844791036684
"Run: 196 Cov: high",196,0.9,0.284005873405355,0.296704302153955,0.308645288189725,0.0547694970775695,0.0558750391733951,0.889355463749035,0.944124960826605
"Run: 197 Cov: none",197,0,0.128954287496915,0.251205236780128,0.379331623862821,0.108638417108444,0.131870434751692,0.759491148139864,0.868129565248308
"Run: 197 Cov: low",197,0.1,0.148871523846794,0.258191652392712,0.377798998510422,0.103040612314264,0.112097212935807,0.784862174749929,0.887902787064193
"Run: 197 Cov: medium",197,0.5,0.217586410415758,0.288350700860858,0.343615956510908,0.0756051707871081,0.0748417614253682,0.849553067787524,0.925158238574632
"Run: 197 Cov: high",197,0.9,0.284794585182754,0.300274152266429,0.309874443251247,0.0482948689741979,0.0567619503253718,0.89494318070043,0.943238049674628
"Run: 198 Cov: none",198,0,0.122748142066516,0.251464123850726,0.381552713115736,0.121396442190565,0.122838578776458,0.755764979032978,0.877161421223542
"Run: 198 Cov: low",198,0.1,0.142398576404111,0.262997000884263,0.370935812993924,0.116385731160083,0.107282878557619,0.776331390282298,0.892717121442381
"Run: 198 Cov: medium",198,0.5,0.221994519676204,0.29363542687192,0.347012337565043,0.0643466537603445,0.0730110621264886,0.862642284113167,0.926988937873511
"Run: 198 Cov: high",198,0.9,0.283650711087075,0.295002117368222,0.302808821731443,0.0633587948078187,0.0551795550054418,0.881461650186739,0.944820444994558
"Run: 199 Cov: none",199,0,0.126753819163242,0.249148889349624,0.371297829513915,0.12586050049795,0.12693896147527,0.747200538026781,0.87306103852473
"Run: 199 Cov: low",199,0.1,0.150773876220884,0.251309814054922,0.375461914599989,0.114331428945344,0.108122966178861,0.777545604875795,0.891877033821139
"Run: 199 Cov: medium",199,0.5,0.22206647275656,0.287067154563509,0.350357017308236,0.0647630969577649,0.0757462584139303,0.859490644628305,0.92425374158607
"Run: 199 Cov: high",199,0.9,0.288174513998748,0.300515260878414,0.310049184544023,0.0475419784192192,0.0537190621595954,0.898738959421185,0.946280937840405
"Run: 200 Cov: none",200,0,0.130646219677027,0.246894798926342,0.376683743320388,0.122300899581772,0.123474338494471,0.754224761923757,0.876525661505529
"Run: 200 Cov: low",200,0.1,0.151220021777458,0.255321401451826,0.373136551000991,0.111968421003098,0.108353604766627,0.779677974230275,0.891646395233373
"Run: 200 Cov: medium",200,0.5,0.227497594696442,0.28599461344997,0.345892112224923,0.0665236471585154,0.0740920324701498,0.859384320371335,0.92590796752985
"Run: 200 Cov: high",200,0.9,0.282582101028308,0.297132172818804,0.303882121909083,0.0602383924570353,0.05616521178677,0.883596395756195,0.94383478821323
"Run: 201 Cov: none",201,0,0.124182531365925,0.250186530365204,0.37432530100862,0.123430765049952,0.127874872210299,0.748694362739749,0.872125127789701
"Run: 201 Cov: low",201,0.1,0.150035488036202,0.265965202780705,0.372077572691376,0.100966281210745,0.110955455280972,0.788078263508283,0.889044544719028
"Run: 201 Cov: medium",201,0.5,0.219601503137405,0.284541558571585,0.339439198288547,0.085339601450545,0.0710781385519186,0.843582259997536,0.928921861448081
"Run: 201 Cov: high",201,0.9,0.280134737555383,0.295420319571639,0.307290833765178,0.0608127123958466,0.0563413967119542,0.882845890892199,0.943658603288046
"Run: 202 Cov: none",202,0,0.120748688612494,0.249416861435116,0.376553513221097,0.121888623973284,0.131392312758009,0.746719063268707,0.868607687241991
"Run: 202 Cov: low",202,0.1,0.152119360178382,0.263054850658887,0.380318986984195,0.0922318726061619,0.112274929572374,0.795493197821464,0.887725070427626
"Run: 202 Cov: medium",202,0.5,0.218541951127308,0.290381948802447,0.340978613224374,0.0750984251509934,0.0749990616948777,0.849902513154129,0.925000938305122
"Run: 202 Cov: high",202,0.9,0.283962038587442,0.298316231911721,0.309737015433264,0.0513831447876773,0.0566015692798953,0.892015285932427,0.943398430720105
"Run: 203 Cov: none",203,0,0.128384703557721,0.243805133049079,0.37631364552097,0.126033578826557,0.125462939045672,0.748503482127771,0.874537060954328
"Run: 203 Cov: low",203,0.1,0.139763648324057,0.26305946715727,0.37572260963075,0.11312309450725,0.108331180380672,0.778545725112078,0.891668819619328
"Run: 203 Cov: medium",203,0.5,0.217582790595883,0.291028672899551,0.345804871301658,0.0714581599695137,0.0741255052333945,0.854416334797092,0.925874494766606
"Run: 203 Cov: high",203,0.9,0.284748998819387,0.298310355111209,0.309107124905894,0.050719374651379,0.057114146512131,0.89216647883649,0.942885853487869
"Run: 204 Cov: none",204,0,0.125103653929582,0.245199852145374,0.379331595335075,0.125253802491603,0.125111096098366,0.749635101410032,0.874888903901634
"Run: 204 Cov: low",204,0.1,0.145908518749138,0.267304908703801,0.366571309098618,0.10857888808587,0.111636375362572,0.779784736551558,0.888363624637428
"Run: 204 Cov: medium",204,0.5,0.221437379222927,0.288401874397042,0.343121994538403,0.0737472783392396,0.0732914735023882,0.852961248158372,0.926708526497612
"Run: 204 Cov: high",204,0.9,0.283030574771329,0.296928159767486,0.304826259367129,0.0604438588560853,0.0547711472379705,0.884784993905944,0.94522885276203
"Run: 205 Cov: none",205,0,0.124800411862248,0.261093317982128,0.367178582727932,0.122802485464049,0.124125201963643,0.753072312572308,0.875874798036357
"Run: 205 Cov: low",205,0.1,0.145306248246331,0.263239683607031,0.362274336288978,0.119417965914296,0.109761765943364,0.770820268142339,0.890238234056636
"Run: 205 Cov: medium",205,0.5,0.224631154475559,0.281595550128865,0.342273071393759,0.0787278672289683,0.0727723567728492,0.848499775998182,0.927227643227151
"Run: 205 Cov: high",205,0.9,0.283336985976678,0.297070611685641,0.307269920261767,0.0565123248143746,0.0558101572615393,0.887677517924086,0.944189842738461
"Run: 206 Cov: none",206,0,0.125116215598637,0.249545700842759,0.370977798873445,0.124665503397107,0.129694781288052,0.74563971531484,0.870305218711948
"Run: 206 Cov: low",206,0.1,0.150623342996041,0.266246320689789,0.374692090199593,0.101735661713354,0.106702584401223,0.791561753885423,0.893297415598777
"Run: 206 Cov: medium",206,0.5,0.222513075690406,0.294871426389173,0.346449632991778,0.0614077565238622,0.0747581084047809,0.863834135071357,0.925241891595219
"Run: 206 Cov: high",206,0.9,0.284464732042608,0.296521739197974,0.306138633987148,0.0593265952806853,0.0535482994915847,0.88712510522773,0.946451700508415
"Run: 207 Cov: none",207,0,0.126264758243062,0.252286933512199,0.37601540689345,0.119450304578873,0.125982596772415,0.754567098648712,0.874017403227585
"Run: 207 Cov: low",207,0.1,0.147540252151145,0.261108793667144,0.37008486900805,0.114296484743286,0.106969600430375,0.778733914826339,0.893030399569625
"Run: 207 Cov: medium",207,0.5,0.22753948456658,0.288611608265237,0.341293192316596,0.0702400351199161,0.0723156797316717,0.857444285148412,0.927684320268328
"Run: 207 Cov: high",207,0.9,0.285039840384484,0.296784990188881,0.30707551268166,0.0533531272725312,0.0577465294724433,0.888900343255026,0.942253470527557
"Run: 208 Cov: none",208,0,0.120538771565188,0.245954095309905,0.368485137930807,0.139519586745795,0.125502408448305,0.7349780048059,0.874497591551695
"Run: 208 Cov: low",208,0.1,0.146247035202929,0.254219307586234,0.363670557131432,0.124745441337534,0.111117658741871,0.764136899920595,0.888882341258129
"Run: 208 Cov: medium",208,0.5,0.227941899222322,0.291620773376432,0.347538285374928,0.0598864266659182,0.0730126153603993,0.867100957973682,0.926987384639601
"Run: 208 Cov: high",208,0.9,0.281872887135648,0.295223267346098,0.305552179074922,0.0615447732485109,0.0558068931948206,0.882648333556668,0.944193106805179
"Run: 209 Cov: none",209,0,0.128959113799368,0.250238117151453,0.373354557914495,0.126848390583854,0.12059982055083,0.752551788865316,0.87940017944917
"Run: 209 Cov: low",209,0.1,0.146863144239338,0.257754042316464,0.36625585376503,0.119829669629311,0.109297290049857,0.770873040320832,0.890702709950143
"Run: 209 Cov: medium",209,0.5,0.220681809184821,0.290020772110928,0.345445694168431,0.0697106168547536,0.0741411076810659,0.85614827546418,0.925858892318934
"Run: 209 Cov: high",209,0.9,0.281542691501211,0.294591040756975,0.305465391090149,0.0638453995860813,0.0545554770655838,0.881599123348335,0.945444522934416
"Run: 210 Cov: none",210,0,0.114034313737868,0.256264228327202,0.367591812935238,0.137064778788385,0.125044866211308,0.737890355000308,0.874955133788692
"Run: 210 Cov: low",210,0.1,0.14382073653614,0.259213936878043,0.390737557488723,0.0991215979968709,0.107106171100222,0.793772230902907,0.892893828899778
"Run: 210 Cov: medium",210,0.5,0.214213086217243,0.283356271757382,0.342934266055974,0.084383926085665,0.0751124498837352,0.8405036240306,0.924887550116265
"Run: 210 Cov: high",210,0.9,0.282308134894432,0.297964327138028,0.302163434132059,0.0617387324520187,0.0558253713834626,0.882435896164519,0.944174628616537
"Run: 211 Cov: none",211,0,0.121894499905471,0.245606588308034,0.380383902247615,0.129393855803496,0.122721153735384,0.74788499046112,0.877278846264616
"Run: 211 Cov: low",211,0.1,0.147643650479388,0.263735426299524,0.371913500033795,0.104992110113543,0.11171531307375,0.783292576812707,0.88828468692625
"Run: 211 Cov: medium",211,0.5,0.225279151427506,0.289535514317531,0.343699346029885,0.0679875580518621,0.0734984301732159,0.858514011774922,0.926501569826784
"Run: 211 Cov: high",211,0.9,0.286634506300047,0.300595906927181,0.308535736971849,0.048194496111673,0.0560393536892494,0.895766150199078,0.943960646310751
"Run: 212 Cov: none",212,0,0.117874138823036,0.25726547387722,0.388482773163375,0.111511506019739,0.12486610811663,0.763622385863631,0.87513389188337
"Run: 212 Cov: low",212,0.1,0.140533104384742,0.261320491084775,0.368563665447399,0.118022971532844,0.11155976755024,0.770417260916916,0.88844023244976
"Run: 212 Cov: medium",212,0.5,0.221163679592876,0.293505688985777,0.343792368083911,0.0669876654825756,0.0745505978548607,0.858461736662564,0.925449402145139
"Run: 212 Cov: high",212,0.9,0.286876035727586,0.29678320266947,0.308796639864293,0.0504961232750218,0.0570479984636291,0.892455878261349,0.942952001536371
"Run: 213 Cov: none",213,0,0.126109349995952,0.244688244852273,0.368965717182366,0.134510117742782,0.125726570226627,0.739763312030591,0.874273429773373
"Run: 213 Cov: low",213,0.1,0.142128227133554,0.261161787605394,0.367911519840488,0.12129199251199,0.107506472908574,0.771201534579436,0.892493527091426
"Run: 213 Cov: medium",213,0.5,0.223485743407641,0.289032273910145,0.348068658521931,0.0663149990329983,0.0730983251272845,0.860586675839717,0.926901674872715
"Run: 213 Cov: high",213,0.9,0.285416667761584,0.297962972656143,0.308280815050255,0.0527365255565985,0.0556030189754199,0.891660455467982,0.94439698102458
"Run: 214 Cov: none",214,0,0.129505857107493,0.250329695778895,0.391561660973111,0.104012890791288,0.124589895349213,0.771397213859498,0.875410104650787
"Run: 214 Cov: low",214,0.1,0.152653260651098,0.260075574856483,0.371599413033472,0.105837567910978,0.109834183547969,0.784328248541053,0.890165816452031
"Run: 214 Cov: medium",214,0.5,0.221506260750374,0.283540648438487,0.343069028199057,0.07761605002023,0.0742680125918532,0.848115937387917,0.925731987408147
"Run: 214 Cov: high",214,0.9,0.284223796494789,0.29591919933356,0.305726129542664,0.0560517967957784,0.0580790778332098,0.885869125371012,0.94192092216679
"Run: 215 Cov: none",215,0,0.123520164717905,0.237125054142665,0.376801384231331,0.139649949923973,0.122903446984127,0.7374466030919,0.877096553015873
"Run: 215 Cov: low",215,0.1,0.141261919077509,0.252894448320611,0.378944402365547,0.117508992934983,0.10939023730135,0.773100769763667,0.89060976269865
"Run: 215 Cov: medium",215,0.5,0.221106635895926,0.283305017464995,0.355200296034739,0.0627626875257047,0.0776253630786358,0.85961194939566,0.922374636921364
"Run: 215 Cov: high",215,0.9,0.283726122334281,0.296477031509072,0.306466730174261,0.057595006355613,0.0557351096267724,0.886669884017614,0.944264890373228
"Run: 216 Cov: none",216,0,0.118401933658053,0.25015785530626,0.374010669681715,0.13760519059356,0.119824350760412,0.742570458646028,0.880175649239588
"Run: 216 Cov: low",216,0.1,0.144661159925313,0.262738111066276,0.372438893184859,0.113508595580671,0.106653240242881,0.779838164176448,0.893346759757119
"Run: 216 Cov: medium",216,0.5,0.221363013629294,0.283246412834258,0.342444579205201,0.0793448215233453,0.0736011728079013,0.847054005668753,0.926398827192099
"Run: 216 Cov: high",216,0.9,0.285081704286384,0.298298907056582,0.306669040554608,0.0543081567047923,0.0556421913976339,0.890049651897574,0.944357808602366
"Run: 217 Cov: none",217,0,0.124816920016792,0.248563910705512,0.376130479527396,0.12270231942387,0.12778637032643,0.7495113102497,0.87221362967357
"Run: 217 Cov: low",217,0.1,0.141301613420095,0.26154902632342,0.355975102468732,0.132988377962435,0.108185879825318,0.758825742212248,0.891814120174682
"Run: 217 Cov: medium",217,0.5,0.224909255078111,0.283573030645823,0.345858393452985,0.0738173691755406,0.0718419516475396,0.85434067917692,0.92815804835246
"Run: 217 Cov: high",217,0.9,0.286050184006801,0.298344963199518,0.308445214607022,0.0499941912000812,0.0571654469865771,0.892840361813342,0.942834553013423
"Run: 218 Cov: none",218,0,0.120751110231135,0.248318386348585,0.381032692499533,0.121206632731165,0.128691178189582,0.750102189079252,0.871308821810418
"Run: 218 Cov: low",218,0.1,0.151617426165688,0.252305643520328,0.374835111327455,0.11105408054154,0.110187738444989,0.778758181013471,0.889812261555011
"Run: 218 Cov: medium",218,0.5,0.222831904198108,0.282293413345683,0.34906011813531,0.0743533919986863,0.0714611723222123,0.854185435679101,0.928538827677788
"Run: 218 Cov: high",218,0.9,0.285008465058908,0.299839439349659,0.30949595393054,0.0507932920532746,0.0548628496076193,0.894343858339106,0.945137150392381
"Run: 219 Cov: none",219,0,0.126056611540922,0.255039963879646,0.387432846377256,0.104441100461613,0.127029477740563,0.768529421797824,0.872970522259437
"Run: 219 Cov: low",219,0.1,0.145699734960704,0.259420491823777,0.380274003919646,0.0990263398267884,0.115579429469085,0.785394230704127,0.884420570530915
"Run: 219 Cov: medium",219,0.5,0.221543192440247,0.286899038108047,0.35073556009921,0.0674263441631738,0.0733958651893216,0.859177790647505,0.926604134810678
"Run: 219 Cov: high",219,0.9,0.286029877158585,0.297249913096107,0.30936918654022,0.0535436150041654,0.0538074082009234,0.892648976794911,0.946192591799077
"Run: 220 Cov: none",220,0,0.124232708781145,0.250546340839432,0.360567069328004,0.143888793912278,0.120765087139141,0.73534611894858,0.879234912860859
"Run: 220 Cov: low",220,0.1,0.147258351449731,0.254893602446688,0.37264086885164,0.112623562935714,0.112583614316226,0.774792822748059,0.887416385683774
"Run: 220 Cov: medium",220,0.5,0.214352012544013,0.278919953490259,0.33734702720764,0.0986065688630502,0.0707744378950375,0.830618993241912,0.929225562104963
"Run: 220 Cov: high",220,0.9,0.285013493407781,0.29747016975582,0.306202499383009,0.058148193609526,0.0531656438438631,0.888686162546611,0.946834356156137
"Run: 221 Cov: none",221,0,0.123296864711627,0.235023327872511,0.378986902333907,0.141560098266112,0.121132806815843,0.737307094918045,0.878867193184157
"Run: 221 Cov: low",221,0.1,0.146313591572954,0.257300431229431,0.369371624339258,0.112323194103088,0.114691158755268,0.772985647141644,0.885308841244732
"Run: 221 Cov: medium",221,0.5,0.218838810758202,0.289298785184729,0.350876443053111,0.06732544541152,0.0736605155924385,0.859014038996042,0.926339484407562
"Run: 221 Cov: high",221,0.9,0.286143758834566,0.298300132744738,0.310053263651944,0.0496513139943275,0.055851530774425,0.894497155231248,0.944148469225575
"Run: 222 Cov: none",222,0,0.124543156539817,0.253278530166809,0.370044498960817,0.125445470932162,0.126688343400394,0.747866185667444,0.873311656599606
"Run: 222 Cov: low",222,0.1,0.145021802174156,0.267833753487987,0.377106243651384,0.106449901378495,0.103588299307978,0.789961799313527,0.896411700692022
"Run: 222 Cov: medium",222,0.5,0.220710209779782,0.283935719419921,0.339647650637103,0.0834558142105262,0.0722506059526677,0.844293579836806,0.927749394047332
"Run: 222 Cov: high",222,0.9,0.284517190899606,0.295024987764576,0.306345028634301,0.0581316528867276,0.0559811398147905,0.885887207298482,0.94401886018521
"Run: 223 Cov: none",223,0,0.124844365854154,0.247490668646634,0.381450321971694,0.120852940143995,0.125361703383523,0.753785356472482,0.874638296616477
"Run: 223 Cov: low",223,0.1,0.144424580971752,0.259823800714962,0.368741523969243,0.115785237192201,0.111224857151841,0.772989905655958,0.888775142848159
"Run: 223 Cov: medium",223,0.5,0.215966483758634,0.288520334177571,0.34124906598104,0.0791559801083608,0.0751081359743946,0.845735883917245,0.924891864025605
"Run: 223 Cov: high",223,0.9,0.282095814311852,0.293002661774162,0.307072870607291,0.0609744287610903,0.0568542245456047,0.882171346693305,0.943145775454395
"Run: 224 Cov: none",224,0,0.128489835430311,0.253890345315841,0.372554161018435,0.119015776997143,0.12604988123827,0.754934341764587,0.87395011876173
"Run: 224 Cov: low",224,0.1,0.149200127485703,0.261601187270082,0.378472548731959,0.103600616287583,0.107125520224674,0.789273863487743,0.892874479775326
"Run: 224 Cov: medium",224,0.5,0.221991845981849,0.29090987954266,0.344414454193513,0.0694143355394127,0.0732694847425652,0.857316179718022,0.926730515257435
"Run: 224 Cov: high",224,0.9,0.284604878285297,0.299547431372963,0.306182649404576,0.0539532782822497,0.0557117626549144,0.890334959062836,0.944288237345086
"Run: 225 Cov: none",225,0,0.123270653432976,0.261815046212519,0.376123729503271,0.112947936175799,0.125842634675435,0.761209429148766,0.874157365324565
"Run: 225 Cov: low",225,0.1,0.14366323024009,0.250319405051649,0.375753901132026,0.117686778426584,0.112576685149651,0.769736536423765,0.887423314850349
"Run: 225 Cov: medium",225,0.5,0.223263448754067,0.291751033626715,0.345167118625552,0.0653860080159013,0.0744323909777644,0.860181601006334,0.925567609022236
"Run: 225 Cov: high",225,0.9,0.286835089747626,0.299110416935294,0.31081976660608,0.0467914114278511,0.0564433152831486,0.896765273289,0.943556684716851
"Run: 226 Cov: none",226,0,0.127547618559551,0.254149274219422,0.373649813608436,0.12533477118269,0.119318522429901,0.755346706387408,0.880681477570099
"Run: 226 Cov: low",226,0.1,0.140889532827874,0.264702039825367,0.370037624466955,0.115567051720059,0.108803751159745,0.775629197120196,0.891196248840255
"Run: 226 Cov: medium",226,0.5,0.221992722767851,0.287172980724562,0.342523852893392,0.0742749067949752,0.074035536819219,0.851689556385806,0.925964463180781
"Run: 226 Cov: high",226,0.9,0.28490498038184,0.29565961330669,0.306205270393679,0.0615238038218575,0.0517063320959332,0.886769864082209,0.948293667904067
"Run: 227 Cov: none",227,0,0.131137829099248,0.240011464872475,0.369784908690379,0.132086745625132,0.126979051712766,0.740934202662102,0.873020948287234
"Run: 227 Cov: low",227,0.1,0.14491949004233,0.254993752278803,0.356647131253298,0.136286643280805,0.107152983144765,0.75656037357443,0.892847016855235
"Run: 227 Cov: medium",227,0.5,0.218435608724371,0.282804235853525,0.335696114729455,0.0899540726326701,0.0731099680599783,0.836935959307352,0.926890031940022
"Run: 227 Cov: high",227,0.9,0.284025665873397,0.296298439174057,0.309549810817892,0.0556956539169989,0.0544304302176561,0.889873915865345,0.945569569782344
"Run: 228 Cov: none",228,0,0.130012757314158,0.253366491871625,0.385146179313892,0.109453833558576,0.122020737941749,0.768525428499675,0.877979262058251
"Run: 228 Cov: low",228,0.1,0.147058604878246,0.267786130842811,0.375453274888016,0.100383751443003,0.109318237947924,0.790298010609073,0.890681762052076
"Run: 228 Cov: medium",228,0.5,0.217086745365021,0.279064547590281,0.347474163422674,0.0829277873571192,0.0734467562649049,0.843625456377976,0.926553243735095
"Run: 228 Cov: high",228,0.9,0.284340932706086,0.29501454514915,0.307470326813696,0.0589299392821949,0.0542442560488727,0.886825804668932,0.945755743951127
"Run: 229 Cov: none",229,0,0.119798633325719,0.252758650927529,0.382724375579611,0.115841152448762,0.128877187718378,0.75528165983286,0.871122812281622
"Run: 229 Cov: low",229,0.1,0.151367491072926,0.257110399605389,0.372296490348922,0.111742977302052,0.10748264167071,0.780774381027238,0.89251735832929
"Run: 229 Cov: medium",229,0.5,0.218488708348781,0.287916866733393,0.349268609954543,0.0703970039706142,0.0739288109926697,0.855674185036716,0.92607118900733
"Run: 229 Cov: high",229,0.9,0.286517872383743,0.301925706703058,0.308132561380765,0.0484554186824197,0.054968440850014,0.896576140467566,0.945031559149986
"Run: 230 Cov: none",230,0,0.122382189442289,0.257806223551914,0.382371799400662,0.111368685838542,0.126071101766592,0.762560212394866,0.873928898233408
"Run: 230 Cov: low",230,0.1,0.145581378686988,0.265325854483761,0.388471353366076,0.0890473666594796,0.111574046803696,0.799378586536825,0.888425953196304
"Run: 230 Cov: medium",230,0.5,0.216453228457851,0.284682660988896,0.34252201289183,0.0831633716173506,0.0731787260440721,0.843657902338577,0.926821273955928
"Run: 230 Cov: high",230,0.9,0.283619770352245,0.294791792409484,0.304988519359469,0.0623638243339715,0.0542360935448306,0.883400082121198,0.945763906455169
"Run: 231 Cov: none",231,0,0.131406194805509,0.247846407557265,0.386219341224599,0.105913487883758,0.128614568528868,0.765471943587373,0.871385431471132
"Run: 231 Cov: low",231,0.1,0.156119694153911,0.254451324238247,0.3719049003329,0.106270877204183,0.11125320407076,0.782475918725057,0.88874679592924
"Run: 231 Cov: medium",231,0.5,0.220147968772122,0.289928394108485,0.349100851219363,0.0674482632695809,0.0733745226304497,0.859177214099969,0.92662547736955
"Run: 231 Cov: high",231,0.9,0.287595020692752,0.300621165900938,0.312397721182115,0.0445194418092975,0.0548666504148969,0.900613907775806,0.945133349585103
"Run: 232 Cov: none",232,0,0.122486722363748,0.244184947425289,0.366638929659292,0.139234826532749,0.127454574018922,0.733310599448329,0.872545425981078
"Run: 232 Cov: low",232,0.1,0.145876435018906,0.258811923099544,0.385313943961212,0.102532175125269,0.107465522795069,0.790002302079662,0.892534477204931
"Run: 232 Cov: medium",232,0.5,0.22193478593046,0.283600717650022,0.341523429537184,0.080146280694145,0.0727947861881886,0.847058933117666,0.927205213811811
"Run: 232 Cov: high",232,0.9,0.287474921695513,0.299948284636182,0.312347142969128,0.0438348512556907,0.0563947994434865,0.899770349300823,0.943605200556514
"Run: 233 Cov: none",233,0,0.12635105583741,0.257289111728108,0.369486213802754,0.119763820926251,0.127109797705478,0.753126381368271,0.872890202294522
"Run: 233 Cov: low",233,0.1,0.141309702924922,0.258825791755456,0.379113835173819,0.112091951963049,0.108658718182753,0.779249329854197,0.891341281817247
"Run: 233 Cov: medium",233,0.5,0.222370732803683,0.286256735323831,0.345764506637853,0.0721864381108248,0.0734215871238075,0.854391974765368,0.926578412876192
"Run: 233 Cov: high",233,0.9,0.283469696127221,0.295130759629829,0.30451907192548,0.0625894687735031,0.0542910035439665,0.88311952768253,0.945708996456033
"Run: 234 Cov: none",234,0,0.119665493736863,0.246774940950685,0.374796771483341,0.136580645820886,0.122182148008225,0.741237206170889,0.877817851991775
"Run: 234 Cov: low",234,0.1,0.1458172964597,0.257917675197247,0.374590145842377,0.115939550669758,0.105735331830917,0.778325117499324,0.894264668169083
"Run: 234 Cov: medium",234,0.5,0.217659767561004,0.288353162388108,0.345293979665828,0.0756931806527238,0.0729999097323356,0.851306909614941,0.927000090267664
"Run: 234 Cov: high",234,0.9,0.286424216757029,0.299046389493764,0.310183281078012,0.0501769111983434,0.0541692014728522,0.895653887328804,0.945830798527148
"Run: 235 Cov: none",235,0,0.127136095582862,0.246156867369006,0.372432204365311,0.129365306650645,0.124909526032176,0.745725167317179,0.875090473967824
"Run: 235 Cov: low",235,0.1,0.143644415606157,0.264520866174247,0.377211476980329,0.106209016549566,0.108414224689701,0.785376758760732,0.891585775310299
"Run: 235 Cov: medium",235,0.5,0.220159067578247,0.289854172734379,0.34099704007046,0.07716333698805,0.0718263826288638,0.851010280383086,0.928173617371136
"Run: 235 Cov: high",235,0.9,0.284721280452229,0.298919673710019,0.309614472405704,0.0531609319366337,0.0535836414954134,0.893255426567953,0.946416358504587
"Run: 236 Cov: none",236,0,0.118585733749259,0.251416874386634,0.36705986394659,0.140323441042001,0.122614086875515,0.737062472082484,0.877385913124485
"Run: 236 Cov: low",236,0.1,0.150001618172824,0.254569077886616,0.376536152562833,0.111538172278431,0.107354979099296,0.781106848622273,0.892645020900704
"Run: 236 Cov: medium",236,0.5,0.217113212237315,0.285689679177748,0.34763404732616,0.0747727273676328,0.0747903338911438,0.850436938741223,0.925209666108856
"Run: 236 Cov: high",236,0.9,0.286259645744788,0.298515075606385,0.31189596413672,0.0468762360658769,0.0564530784462298,0.896670685487893,0.94354692155377
"Run: 237 Cov: none",237,0,0.126517135765099,0.239037249721443,0.368253779848894,0.142981746979077,0.123210087685487,0.733808165335437,0.876789912314513
"Run: 237 Cov: low",237,0.1,0.149267736775573,0.269424156664331,0.373030778244834,0.100397584146173,0.10787974416909,0.791722671684737,0.89212025583091
"Run: 237 Cov: medium",237,0.5,0.228089615848231,0.285689977226994,0.342472231265183,0.068190576340338,0.0755575993192545,0.856251824340408,0.924442400680745
"Run: 237 Cov: high",237,0.9,0.286343368691335,0.300262158156501,0.309216833393995,0.0492211723013116,0.054956467456858,0.89582236024183,0.945043532543142
"Run: 238 Cov: none",238,0,0.117086931938249,0.24374663768826,0.380649227053155,0.127631770534894,0.130885432785442,0.741482796679665,0.869114567214558
"Run: 238 Cov: low",238,0.1,0.143075870169888,0.26156934265933,0.358497317136918,0.128357470164046,0.108499999869817,0.763142529966137,0.891500000130183
"Run: 238 Cov: medium",238,0.5,0.222768006178232,0.291228441115077,0.34702382197108,0.0638579636350419,0.0751217671005691,0.861020269264389,0.924878232899431
"Run: 238 Cov: high",238,0.9,0.28536033480675,0.298116330045175,0.305606104650389,0.0554357699748739,0.055481460522812,0.889082769502314,0.944518539477188
"Run: 239 Cov: none",239,0,0.12612160061564,0.25308278657381,0.377650991520952,0.11581094108691,0.127333680202688,0.756855378710402,0.872666319797312
"Run: 239 Cov: low",239,0.1,0.143453316558845,0.265520546683608,0.373401802090445,0.10797433559975,0.109649999067351,0.782375665332899,0.890350000932649
"Run: 239 Cov: medium",239,0.5,0.224940225642155,0.290945835151603,0.343819443689761,0.0650613909659229,0.075233104550559,0.859705504483518,0.924766895449441
"Run: 239 Cov: high",239,0.9,0.287290133210351,0.299849016792524,0.311852272613407,0.0468622496195015,0.0541463277642164,0.898991422616282,0.945853672235784
